txn_id,policy_id,txn_date,gross_amount,fee_amount,fee_type,is_refund
T0000429,P000236,2025-12-18,4318.35,82.93,Ongoing,N
T0000430,P001451,2025-10-14,5170.49,115.31,Ongoing,N
T0000431,P000116,2024-11-20,3699.83,104.54,Initial,N
T0000432,P001187,2024-05-16,35193.0,1395.31,Ongoing,N
T0000433,P000226,2024-12-17,3834.55,96.96,Ongoing,N
T0000434,P000230,2025-05-23,3163.45,75.21,Ongoing,N
T0000435,P000182,2025-12-28,5428.81,174.56,Ongoing,N
T0000436,P001273,2025-03-13,10686.21,256.09,Ongoing,N
T0000437,P001342,2025-12-07,2750.83,25.85,Initial,N
T0000438,P000210,2025-04-17,4369.53,55.35,Ongoing,N
T0000439,P001416,2024-09-27,10931.76,418.57,Ongoing,N
T0000440,P000096,2025-07-16,11428.27,147.03,Ongoing,N
T0000441,P000894,2025-12-06,5849.45,150.34,Ongoing,N
T0000442,P000756,2025-06-13,34020.31,344.05,Ongoing,N
T0000443,P001110,2025-08-02,23969.1,787.22,Ongoing,N
T0000444,P000415,2025-06-09,1595.76,24.57,Ongoing,N
T0000445,P000394,2024-11-09,1269.57,26.44,Initial,N
T0000446,P000696,2025-12-28,9288.86,164.58,Ongoing,N
T0000447,P000844,2025-12-14,14651.42,367.0,Ongoing,N
T0000448,P000604,2025-10-19,4105.95,89.16,Ongoing,N
T0000449,P000582,2025-09-18,3288.69,95.7,Initial,N
T0000450,P000133,2025-12-27,2549.79,67.7,Initial,N
T0000451,P000791,2024-11-21,1930.61,44.05,Initial,N
T0000452,P000649,2025-12-25,12198.57,323.43,Ongoing,N
T0000453,P001338,2024-12-10,3622.66,97.83,Ongoing,N
T0000454,P000221,2025-12-11,-6256.9,-100.27,Ongoing,Y
T0000455,P000976,2025-05-23,1140.65,17.41,Initial,N
T0000456,P001462,2025-12-20,10957.91,389.24,Ongoing,N
T0000457,P001070,2025-09-25,7865.35,212.86,Initial,N
T0000458,P001216,2025-12-27,1676.14,40.3,Ongoing,N
T0000459,P001403,2024-05-14,6046.43,72.46,Ongoing,N
T0000460,P000788,2025-07-19,4933.45,10.45,Ongoing,N
T0000461,P000691,2025-12-16,3428.49,58.54,Initial,N
T0000462,P001358,2025-07-18,481.86,7.46,Initial,N
T0000463,P000039,2025-07-16,2897.89,48.96,Initial,N
T0000464,P001317,2025-12-06,6260.06,178.59,Ongoing,N
T0000465,P000690,2025-07-08,3168.93,111.78,Ongoing,N
T0000466,P000162,2025-12-24,4116.03,127.99,Ongoing,N
T0000467,P001355,2025-12-23,16275.32,226.92,Ongoing,N
T0000468,P001128,2024-10-10,4619.28,117.25,Ongoing,N
T0000469,P000161,2025-04-03,918.33,13.89,Initial,N
T0000470,P001078,2025-12-30,4239.16,8.48,Initial,N
T0000471,P001058,2025-02-17,5321.53,102.36,Initial,N
T0000472,P000242,2025-12-26,2539.48,82.81,Ongoing,N
T0000473,P000967,2025-12-05,8846.69,147.32,Ongoing,N
T0000474,P000890,2024-11-29,1525.71,43.23,Ongoing,N
T0000475,P000113,2025-12-23,4401.97,58.74,Initial,N
T0000476,P001014,2024-12-19,1511.7,40.64,Ongoing,N
T0000477,P000318,2025-03-21,3879.45,68.14,Initial,N
T0000478,P000023,2024-08-23,8660.29,305.13,Initial,N
T0000479,P000824,2025-12-07,4318.47,72.84,Ongoing,N
T0000480,P001142,2025-10-29,4121.44,60.07,Ongoing,N
T0000481,P000701,2025-11-28,5025.18,174.45,Ongoing,N
T0000482,P001019,2024-08-17,5230.25,74.43,Ongoing,N
T0000483,P001236,2024-08-21,8561.25,189.45,Initial,N
T0000484,P001442,2025-12-27,8602.88,123.05,Initial,N
T0000485,P001137,2025-12-29,15326.78,448.17,Initial,N
T0000486,P001068,2025-12-22,5620.04,185.29,Initial,N
T0000487,P000128,2025-03-10,1301.69,17.25,Initial,N
T0000488,P000876,2025-04-26,9763.04,248.6,Ongoing,N
T0000489,P000158,2025-04-23,14470.39,381.9,Initial,N
T0000490,P000827,2025-01-20,35219.53,748.84,Ongoing,N
T0000491,P001418,2024-12-22,15699.19,553.49,Ongoing,N
T0000492,P000852,2025-12-01,3320.14,116.8,Ongoing,N
T0000493,P000512,2025-03-16,5708.7,65.5,Ongoing,N
T0000494,P000045,2025-06-26,3958.02,127.0,Ongoing,N
T0000495,P001132,2025-01-21,3550.27,88.99,Ongoing,N
T0000496,P000219,2025-12-15,4488.22,100.72,Initial,N
T0000497,P000443,2025-12-19,13747.26,243.03,Ongoing,N
T0000498,P000315,2025-06-08,1378.38,7.14,Initial,N
T0000499,P000177,2025-09-04,2203.86,50.31,Ongoing,N
T0000500,P000228,2025-12-28,13037.62,300.89,Initial,N
T0000501,P000267,2025-12-11,15723.86,628.13,Ongoing,N
T0000502,P000870,2024-12-21,2899.82,38.45,Ongoing,N
T0000503,P000838,2024-08-30,18409.07,72.3,Ongoing,N
T0000504,P001403,2024-09-05,10729.0,88.07,Initial,N
T0000505,P000489,2025-12-15,3967.1,142.47,Initial,N
T0000506,P000702,2025-11-07,700.5,10.87,Ongoing,N
T0000507,P000687,2025-10-10,1294.12,43.53,Ongoing,N
T0000508,P001314,2025-01-24,2902.88,58.24,Ongoing,N
T0000509,P000996,2025-12-03,9026.77,92.55,Ongoing,N
T0000510,P000357,2025-12-03,9049.64,362.1,Initial,N
T0000511,P000872,2024-11-02,3384.09,112.28,Ongoing,N
T0000512,P000204,2025-12-11,4084.61,74.36,Initial,N
T0000513,P001237,2025-12-26,-4788.7,-143.51,Initial,Y
T0000514,P000552,2024-12-24,4125.78,87.59,Ongoing,N
T0000515,P000323,2025-11-03,5602.16,136.56,Ongoing,N
T0000516,P000594,2025-03-07,4798.06,180.52,Initial,N
T0000517,P000181,2025-05-27,1287.71,6.19,Initial,N
T0000518,P000499,2024-06-23,4162.83,68.33,Ongoing,N
T0000519,P001344,2025-03-04,4826.72,97.94,Initial,N
T0000520,P000083,2025-11-10,10849.12,253.27,Ongoing,N
T0000521,P000303,2024-11-12,2527.42,18.99,Ongoing,N
T0000522,P000262,2025-12-30,5785.58,168.76,Initial,N
T0000523,P000784,2024-08-22,7709.99,65.23,Ongoing,N
T0000524,P001224,2025-12-02,4364.78,32.74,Ongoing,N
T0000525,P001264,2025-03-02,1207.32,21.12,Ongoing,N
T0000526,P000914,2025-06-20,11026.48,429.54,Ongoing,N
T0000527,P000692,2025-05-09,8934.84,405.79,Initial,N
T0000528,P000944,2025-05-10,5901.84,146.87,Ongoing,N
T0000529,P000683,2025-12-04,5075.93,89.43,Ongoing,N
T0000530,P001319,2025-07-07,1181.88,25.49,Ongoing,N
T0000531,P000689,2025-06-03,9133.69,213.26,Ongoing,N
T0000532,P000396,2025-01-21,16140.98,559.51,Ongoing,N
T0000533,P001162,2025-12-23,2016.27,15.76,Ongoing,N
T0000534,P000839,2025-12-02,14414.86,460.48,Ongoing,N
T0000535,P000878,2024-09-14,12150.99,69.66,Ongoing,N
T0000536,P000823,2025-12-27,1969.32,29.92,Ongoing,N
T0000537,P001153,2025-10-08,3585.61,71.62,Initial,N
T0000538,P000049,2025-12-10,1609.45,38.81,Ongoing,N
T0000539,P000789,2025-05-24,4665.22,93.14,Ongoing,N
T0000540,P000293,2024-08-17,7035.01,153.02,Initial,N
T0000541,P000536,2025-09-08,-1708.93,-34.87,Ongoing,Y
T0000542,P000311,2025-12-07,6691.83,32.07,Ongoing,N
T0000543,P000537,2025-12-10,8195.17,211.04,Ongoing,N
T0000544,P000639,2025-03-22,8289.81,233.05,Initial,N
T0000545,P000234,2025-11-25,7069.9,236.32,Ongoing,N
T0000546,P001233,2025-12-04,1839.42,70.76,Ongoing,N
T0000547,P000605,2025-12-24,4459.63,107.51,Initial,N
T0000548,P000094,2025-12-06,6515.13,222.26,Ongoing,N
T0000549,P000327,2024-01-17,15816.68,319.2,Ongoing,N
T0000550,P000225,2024-05-03,4924.47,27.06,Ongoing,N
T0000551,P000967,2025-12-16,6907.98,204.55,Ongoing,N
T0000552,P000890,2024-10-02,2331.76,63.88,Ongoing,N
T0000553,P000011,2024-09-04,1950.98,39.03,Initial,N
T0000554,P001353,2025-01-19,1760.83,34.12,Ongoing,N
T0000555,P001036,2025-12-15,3511.45,87.01,Ongoing,N
T0000556,P000035,2024-04-05,25581.91,425.28,Ongoing,N
T0000557,P000447,2024-07-12,3562.93,87.02,Initial,N
T0000558,P001476,2025-07-22,6579.41,70.91,Initial,N
T0000559,P001244,2025-12-07,7674.65,91.34,Initial,N
T0000560,P000441,2025-12-13,2052.42,13.94,Ongoing,N
T0000561,P000653,2025-12-10,3470.02,147.27,Initial,N
T0000562,P000595,2024-10-20,8099.29,167.9,Ongoing,N
T0000563,P000229,2025-12-26,-6923.4,-222.12,Ongoing,Y
T0000564,P000344,2025-12-23,-997.05,-9.01,Initial,Y
T0000565,P001104,2025-12-07,7907.19,143.78,Ongoing,N
T0000566,P001377,2025-01-19,3162.78,80.7,Initial,N
T0000567,P001420,2025-12-20,3229.71,112.11,Ongoing,N
T0000568,P001314,2025-05-08,6794.66,94.96,Ongoing,N
T0000569,P001479,2025-12-28,16619.78,265.5,Ongoing,N
T0000570,P000989,2025-12-07,4186.63,50.58,Initial,N
T0000571,P001152,2025-02-16,12622.55,237.23,Ongoing,N
T0000572,P000909,2025-05-16,1551.94,15.21,Ongoing,N
T0000573,P001383,2025-03-10,5456.67,30.74,Ongoing,N
T0000574,P000527,2025-04-06,3188.02,72.01,Initial,N
T0000575,P001337,2025-12-24,6158.61,164.47,Ongoing,N
T0000576,P000075,2025-10-25,3877.53,33.38,Initial,N
T0000577,P000196,2025-12-12,1681.01,22.28,Ongoing,N
T0000578,P000029,2025-01-19,2416.49,45.91,Ongoing,N
T0000579,P000706,2025-04-21,1320.07,48.93,Ongoing,N
T0000580,P001021,2024-10-01,1727.58,3.46,Ongoing,N
T0000581,P000016,2025-12-31,7217.47,176.47,Initial,N
T0000582,P001447,2025-12-22,4020.54,107.72,Initial,N
T0000583,P000805,2025-12-15,5911.72,76.13,Initial,N
T0000584,P001429,2024-07-20,21003.87,346.73,Initial,N
T0000585,P000940,2025-12-24,3878.57,90.49,Ongoing,N
T0000586,P000967,2025-12-29,8163.49,160.85,Initial,N
T0000587,P001101,2025-10-02,5026.65,185.94,Ongoing,N
T0000588,P000229,2025-12-19,44808.25,942.16,Ongoing,N
T0000589,P000962,2025-12-31,439.61,12.58,Ongoing,N
T0000590,P001321,2025-05-11,2767.97,67.82,Initial,N
T0000591,P000715,2023-11-30,8293.43,223.43,Initial,N
T0000592,P000984,2025-12-20,2691.02,32.9,Initial,N
T0000593,P000573,2025-12-24,7729.95,170.15,Ongoing,N
T0000594,P000615,2025-12-17,4684.14,90.61,Ongoing,N
T0000595,P000326,2024-12-08,9817.87,126.04,Ongoing,N
T0000596,P001387,2025-12-15,1986.84,58.12,Ongoing,N
T0000597,P000875,2024-11-14,5643.58,11.29,Ongoing,N
T0000598,P000359,2025-12-01,7135.34,238.82,Initial,N
T0000599,P000324,2025-12-01,5461.24,10.92,Ongoing,N
T0000600,P001350,2025-12-09,5538.78,102.26,Ongoing,N
T0000601,P000165,2025-12-13,12860.87,378.26,Initial,N
T0000602,P000798,2024-10-21,1281.87,10.4,Ongoing,N
T0000603,P000455,2025-12-10,5431.52,131.65,Ongoing,N
T0000604,P001177,2025-11-20,1868.11,43.26,Ongoing,N
T0000605,P001151,2025-10-19,9009.99,209.63,Initial,N
T0000606,P000193,2025-12-10,2514.06,41.51,Ongoing,N
T0000607,P000627,2025-05-11,679.97,10.44,Initial,N
T0000608,P000530,2025-05-23,9183.59,39.48,Ongoing,N
T0000609,P001034,2025-10-21,3965.17,75.18,Initial,N
T0000610,P000092,2025-10-23,6537.46,190.73,Initial,N
T0000611,P000139,2025-12-19,15392.06,237.64,Ongoing,N
T0000612,P000481,2025-12-29,6615.17,105.43,Ongoing,N
T0000613,P000449,2024-07-07,5628.19,202.03,Ongoing,N
T0000614,P001357,2025-12-25,4732.38,86.91,Initial,N
T0000615,P000869,2025-12-26,1962.85,46.17,Ongoing,N
T0000616,P000340,2024-08-22,4137.31,104.91,Ongoing,N
T0000617,P001076,2025-12-24,23839.97,437.67,Ongoing,N
T0000618,P000466,2025-01-04,3640.31,97.61,Initial,N
T0000619,P000718,2024-10-09,4338.09,867.62,Initial,N
T0000620,P000799,2025-12-27,13435.66,390.11,Ongoing,N
T0000621,P000475,2025-01-30,1432.2,43.19,Ongoing,N
T0000622,P000401,2025-12-12,8071.54,16.14,Ongoing,N
T0000623,P001463,2025-04-04,1378.7,11.42,Ongoing,N
T0000624,P000605,2025-09-03,6763.87,100.48,Ongoing,N
T0000625,P000932,2025-09-02,4827.44,58.12,Ongoing,N
T0000626,P000997,2025-07-18,8021.82,102.67,Ongoing,N
T0000627,P000922,2025-12-16,2186.42,63.18,Ongoing,N
T0000628,P000821,2025-12-23,3203.42,67.49,Initial,N
T0000629,P000657,2024-10-28,8360.24,155.76,Initial,N
T0000630,P000598,2025-06-21,3268.66,58.0,Ongoing,N
T0000631,P001177,2025-11-25,8994.89,143.91,Ongoing,N
T0000632,P000514,2025-12-04,5810.0,102.14,Ongoing,N
T0000633,P001030,2025-12-17,3440.59,116.55,Initial,N
T0000634,P000500,2025-12-17,3818.9,9.0,Initial,N
T0000635,P000717,2025-01-29,4928.57,161.38,Ongoing,N
T0000636,P001142,2025-08-26,4121.01,176.94,Initial,N
T0000637,P000601,2024-10-21,8814.91,287.97,Ongoing,N
T0000638,P000666,2025-12-26,3651.8,36.89,Initial,N
T0000639,P000468,2025-01-29,3107.5,47.03,Ongoing,N
T0000640,P000161,2025-04-15,10180.21,308.8,Ongoing,N
T0000641,P000270,2025-12-18,3506.23,61.41,Initial,N
T0000642,P001080,2025-12-20,3189.77,47.65,Ongoing,N
T0000643,P000228,2025-12-17,672.81,12.78,Initial,N
T0000644,P000849,2025-12-13,2139.65,18.79,Initial,N
T0000645,P000149,2024-08-04,2512.66,46.98,Ongoing,N
T0000646,P001070,2025-01-11,3190.38,25.32,Ongoing,N
T0000647,P001168,2025-12-25,2758.08,75.09,Ongoing,N
T0000648,P000632,2025-03-04,10790.7,124.7,Ongoing,N
T0000649,P001364,2025-07-17,2643.56,54.23,Initial,N
T0000650,P000413,2025-12-27,2805.95,43.65,Initial,N
T0000651,P000520,2025-12-14,5566.51,132.6,Ongoing,N
T0000652,P001368,2025-05-22,2035.82,57.46,Ongoing,N
T0000653,P000387,2024-07-16,17174.72,392.7,Ongoing,N
T0000654,P001497,2024-08-06,9336.86,121.35,Ongoing,N
T0000655,P000275,2025-05-17,1930.49,27.74,Ongoing,N
T0000656,P000353,2024-10-19,11058.27,482.13,Ongoing,N
T0000657,P001090,2025-12-23,13060.75,385.1,Initial,N
T0000658,P001103,2025-12-20,1971.02,35.52,Ongoing,N
T0000659,P000598,2024-03-29,1935.01,27.59,Ongoing,N
T0000660,P001226,2025-05-02,3015.95,16.92,Ongoing,N
T0000661,P000558,2025-08-07,1584.2,49.56,Ongoing,N
T0000662,P000113,2025-12-20,2632.71,33.94,Ongoing,N
T0000663,P001115,2025-12-16,3568.5,108.97,Initial,N
T0000664,P000141,2025-06-24,7356.37,208.0,Ongoing,N
T0000665,P001313,2025-07-27,5244.74,175.85,Initial,N
T0000666,P000730,2025-12-11,4365.91,120.45,Ongoing,N
T0000667,P000589,2025-05-10,3339.12,59.78,Ongoing,N
T0000668,P000411,2025-12-18,1726.13,34.8,Ongoing,N
T0000669,P000377,2025-05-29,7890.18,159.74,Ongoing,N
T0000670,P001408,2024-12-06,7750.4,134.18,Initial,N
T0000671,P001176,2025-10-15,3000.46,11.31,Ongoing,N
T0000672,P000751,2025-12-11,2036.68,4.07,Ongoing,N
T0000673,P000627,2025-03-22,17066.68,470.84,Ongoing,N
T0000674,P001343,2025-12-23,5987.23,108.91,Initial,N
T0000675,P001393,2025-12-08,6751.87,199.86,Initial,N
T0000676,P000995,2025-08-22,6989.18,113.26,Ongoing,N
T0000677,P000703,2025-05-01,1878.09,37.54,Ongoing,N
T0000678,P000462,2025-12-08,16308.17,477.75,Initial,N
T0000679,P000012,2024-12-25,3558.88,126.53,Ongoing,N
T0000680,P001180,2025-08-10,9486.58,159.74,Ongoing,N
T0000681,P000477,2025-05-01,15783.91,157.83,Ongoing,N
T0000682,P000939,2025-09-19,5245.37,168.53,Ongoing,N
T0000683,P000401,2025-12-14,1909.92,32.72,Ongoing,N
T0000684,P000808,2025-12-15,668.63,10.13,Initial,N
T0000685,P000177,2025-10-19,4766.02,76.27,Ongoing,N
T0000686,P001365,2025-05-28,6003.61,76.93,Initial,N
T0000687,P000057,2025-12-22,3088.31,85.66,Ongoing,N
T0000688,P000448,2024-11-02,5478.29,36.25,Ongoing,N
T0000689,P000203,2024-07-23,6934.58,145.77,Initial,N
T0000690,P000738,2025-12-31,10885.01,244.88,Ongoing,N
T0000691,P000202,2025-12-04,4093.47,57.37,Ongoing,N
T0000692,P001354,2025-12-17,4739.69,170.02,Initial,N
T0000693,P000363,2025-12-14,4260.41,123.48,Ongoing,N
T0000694,P000892,2025-12-13,5048.65,78.03,Ongoing,N
T0000695,P000454,2025-04-07,3259.9,651.98,Ongoing,N
T0000696,P000356,2025-07-19,-3247.46,-93.99,Ongoing,Y
T0000697,P000216,2025-12-14,3415.17,71.04,Ongoing,N
T0000698,P000972,2024-05-07,5569.24,189.44,Initial,N
T0000699,P000555,2025-12-18,2495.26,64.03,Initial,N
T0000700,P000887,2025-12-31,3426.19,77.19,Ongoing,N
T0000701,P000023,2024-04-09,20886.79,468.76,Ongoing,N
T0000702,P000155,2025-11-19,10068.02,503.4,Initial,N
T0000703,P001210,2025-12-14,-2285.49,-22.43,Ongoing,Y
T0000704,P000249,2023-12-16,9815.7,88.89,Ongoing,N
T0000705,P000749,2025-12-22,8118.61,142.77,Ongoing,N
T0000706,P000805,2025-09-29,4522.7,153.98,Ongoing,N
T0000707,P000134,2025-12-19,2789.51,5.58,Ongoing,N
T0000708,P000321,2025-06-03,2547.3,5.09,Ongoing,N
T0000709,P000390,2025-12-19,5878.59,94.07,Ongoing,N
T0000710,P000434,2025-07-07,2497.42,102.9,Ongoing,N
T0000711,P001046,2025-07-09,11822.7,239.46,Ongoing,N
T0000712,P000873,2025-12-11,14833.53,124.24,Initial,N
T0000713,P001149,2025-02-08,4749.32,134.03,Ongoing,N
T0000714,P001103,2025-12-18,12222.39,447.58,Ongoing,N
T0000715,P000858,2025-11-02,3536.03,48.14,Ongoing,N
T0000716,P000051,2025-12-28,2775.31,68.12,Ongoing,N
T0000717,P000176,2025-06-06,11851.62,255.61,Ongoing,N
T0000718,P000870,2025-08-12,17394.23,447.43,Ongoing,N
T0000719,P000253,2025-09-23,23636.0,364.24,Ongoing,N
T0000720,P000966,2024-03-23,6413.27,168.58,Initial,N
T0000721,P001270,2025-01-04,9795.6,278.04,Ongoing,N
T0000722,P000739,2025-12-09,6301.19,171.03,Ongoing,N
T0000723,P001130,2025-07-05,-15103.82,-57.04,Ongoing,Y
T0000724,P001217,2025-08-10,6950.91,39.35,Initial,N
T0000725,P001340,2024-11-03,9358.75,122.67,Ongoing,N
T0000726,P000302,2025-12-06,1981.61,396.32,Ongoing,N
T0000727,P000548,2025-12-17,4084.97,104.54,Initial,N
T0000728,P000716,2025-04-10,9423.0,89.13,Initial,N
T0000729,P000779,2024-08-24,8770.76,203.85,Initial,N
T0000730,P000268,2025-10-02,10088.21,297.17,Ongoing,N
T0000731,P001194,2025-12-26,5412.81,144.41,Ongoing,N
T0000732,P001010,2025-12-05,2917.21,44.93,Initial,N
T0000733,P000551,2025-04-04,4688.38,76.49,Ongoing,N
T0000734,P001479,2025-12-19,5103.22,35.85,Initial,N
T0000735,P001316,2025-12-24,5963.38,223.05,Ongoing,N
T0000736,P001165,2024-11-21,2265.86,56.06,Ongoing,N
T0000737,P001170,2024-11-02,3973.12,15.41,Ongoing,N
T0000738,P001449,2024-11-02,4578.22,915.64,Initial,N
T0000739,P000314,2025-12-02,817.48,21.73,Ongoing,N
T0000740,P000184,2024-02-16,-9566.32,-305.58,Ongoing,Y
T0000741,P000713,2025-12-28,5603.87,80.77,Ongoing,N
T0000742,P000128,2025-12-25,6076.93,96.07,Ongoing,N
T0000743,P001311,2025-03-21,3253.88,38.64,Ongoing,N
T0000744,P001277,2025-07-20,7855.74,323.44,Initial,N
T0000745,P000700,2025-12-11,2526.17,37.87,Initial,N
T0000746,P000386,2024-08-29,2864.5,29.93,Initial,N
T0000747,P001254,2024-12-04,8124.7,109.93,Ongoing,N
T0000748,P000271,2025-12-06,6540.24,109.54,Ongoing,N
T0000749,P000811,2024-07-25,1768.56,62.89,Ongoing,N
T0000750,P000415,2025-09-21,17359.53,395.25,Ongoing,N
T0000751,P000198,2025-03-27,2679.01,86.63,Ongoing,N
T0000752,P001347,2025-01-24,4420.13,101.01,Ongoing,N
T0000753,P001080,2025-12-29,19879.21,361.75,Ongoing,N
T0000754,P000831,2025-12-02,945.94,9.06,Ongoing,N
T0000755,P001227,2024-05-26,1255.13,45.11,Initial,N
T0000756,P000628,2025-12-09,6999.17,209.34,Ongoing,N
T0000757,P000604,2025-11-10,676.66,20.85,Initial,N
T0000758,P001162,2025-12-21,958.34,28.03,Ongoing,N
T0000759,P001446,2025-07-29,12583.31,162.31,Ongoing,N
T0000760,P001081,2025-12-08,3543.61,80.26,Initial,N
T0000761,P001010,2025-12-20,-28477.56,-879.06,Ongoing,Y
T0000762,P000071,2025-12-03,-2147.77,-63.24,Initial,Y
T0000763,P000911,2025-10-09,3809.35,82.15,Ongoing,N
T0000764,P000594,2025-12-25,7574.21,301.07,Ongoing,N
T0000765,P001396,2025-05-07,7166.86,181.53,Ongoing,N
T0000766,P000600,2025-07-22,4008.13,133.15,Ongoing,N
T0000767,P000514,2025-12-29,2925.53,64.37,Ongoing,N
T0000768,P000084,2025-07-11,5914.07,96.3,Ongoing,N
T0000769,P000994,2025-01-01,14787.07,439.06,Ongoing,N
T0000770,P001067,2024-11-20,9047.53,247.32,Ongoing,N
T0000771,P000839,2025-12-19,2963.2,69.53,Initial,N
T0000772,P000606,2025-06-27,-2222.93,-25.65,Ongoing,Y
T0000773,P000810,2025-12-07,2823.6,85.02,Ongoing,N
T0000774,P000133,2025-12-08,1774.02,21.4,Ongoing,N
T0000775,P001419,2025-06-19,5529.91,153.59,Ongoing,N
T0000776,P001089,2025-12-07,9424.13,85.1,Initial,N
T0000777,P000290,2025-12-27,4642.13,53.52,Ongoing,N
T0000778,P000376,2025-12-28,19454.11,445.91,Initial,N
T0000779,P000769,2025-11-01,20339.74,524.55,Ongoing,N
T0000780,P000467,2025-10-30,6286.68,139.36,Ongoing,N
T0000781,P001237,2025-11-12,8617.5,126.92,Initial,N
T0000782,P001172,2025-12-25,2391.4,74.45,Ongoing,N
T0000783,P000471,2025-12-10,3682.53,78.76,Ongoing,N
T0000784,P000149,2025-01-11,13599.88,298.3,Ongoing,N
T0000785,P000088,2025-07-11,3092.03,56.97,Ongoing,N
T0000786,P001348,2025-10-11,16153.69,206.33,Ongoing,N
T0000787,P000396,2024-03-23,11968.71,374.22,Ongoing,N
T0000788,P000790,2025-12-02,8966.93,121.71,Initial,N
T0000789,P001428,2025-05-12,1923.39,71.12,Ongoing,N
T0000790,P001106,2024-03-11,3829.2,44.99,Ongoing,N
T0000791,P001310,2025-12-05,8228.57,191.14,Ongoing,N
T0000792,P001406,2024-10-28,2233.67,46.23,Ongoing,N
T0000793,P000865,2025-12-15,4221.47,79.68,Ongoing,N
T0000794,P001294,2024-08-30,8970.57,240.58,Ongoing,N
T0000795,P001316,2025-12-01,3119.61,87.03,Ongoing,N
T0000796,P001477,2025-12-28,2496.98,63.32,Ongoing,N
T0000797,P000024,2025-06-14,1163.72,10.89,Ongoing,N
T0000798,P000956,2025-05-13,3607.22,29.89,Ongoing,N
T0000799,P000311,2025-07-15,9122.92,70.11,Ongoing,N
T0000800,P001485,2024-09-16,2444.7,42.93,Ongoing,N
T0000801,P001232,2025-08-07,4985.54,205.17,Ongoing,N
T0000802,P000664,2025-12-09,4107.76,80.14,Ongoing,N
T0000803,P000438,2025-12-03,2883.33,118.24,Ongoing,N
T0000804,P000706,2025-08-25,9606.2,188.92,Ongoing,N
T0000805,P001360,2025-06-06,18284.66,394.95,Ongoing,N
T0000806,P000422,2025-11-28,10976.04,284.91,Initial,N
T0000807,P000321,2025-08-13,2816.5,48.13,Initial,N
T0000808,P000587,2025-04-24,24194.79,538.89,Initial,N
T0000809,P000947,2025-12-04,10950.3,32.54,Ongoing,N
T0000810,P001187,2025-05-27,3408.8,37.87,Ongoing,N
T0000811,P001189,2024-12-09,2643.18,8.41,Ongoing,N
T0000812,P000849,2025-12-19,12050.14,328.4,Ongoing,N
T0000813,P001319,2025-08-12,5647.77,35.96,Ongoing,N
T0000814,P000042,2025-12-17,2488.38,84.9,Ongoing,N
T0000815,P001309,2025-04-28,4365.61,102.85,Initial,N
T0000816,P000939,2025-12-12,3548.37,105.01,Ongoing,N
T0000817,P000387,2024-05-11,2542.12,34.4,Ongoing,N
T0000818,P001162,2025-12-31,11066.4,97.0,Initial,N
T0000819,P001211,2025-12-25,9185.48,151.77,Ongoing,N
T0000820,P000910,2024-06-10,9612.63,294.55,Initial,N
T0000821,P000716,2025-12-16,9506.55,391.2,Initial,N
T0000822,P000431,2025-12-14,2361.79,59.24,Ongoing,N
T0000823,P000554,2025-05-21,3032.22,20.75,Ongoing,N
T0000824,P001440,2025-12-20,15786.75,162.3,Initial,N
T0000825,P000800,2025-01-23,5358.34,27.42,Ongoing,N
T0000826,P000426,2024-10-31,1515.69,28.36,Initial,N
T0000827,P001440,2025-12-29,5846.25,100.72,Ongoing,N
T0000828,P000026,2025-05-29,8298.52,154.63,Ongoing,N
T0000829,P001395,2025-12-06,7474.36,69.26,Ongoing,N
T0000830,P000385,2025-12-05,2320.89,19.18,Ongoing,N
T0000831,P000056,2024-08-22,22233.98,465.61,Initial,N
T0000832,P001277,2025-10-12,1479.6,36.76,Initial,N
T0000833,P000634,2025-10-26,5370.72,43.78,Initial,N
T0000834,P000106,2024-04-30,19717.11,487.75,Ongoing,N
T0000835,P001154,2025-10-26,7889.8,232.49,Ongoing,N
T0000836,P000849,2025-12-18,9594.79,19.19,Initial,N
T0000837,P000670,2025-03-27,2116.39,75.68,Initial,N
T0000838,P000376,2025-12-10,6487.53,175.31,Ongoing,N
T0000839,P000743,2025-09-30,4772.94,141.09,Initial,N
T0000840,P000967,2025-12-30,1990.15,19.49,Ongoing,N
T0000841,P000308,2024-06-21,9818.83,273.67,Ongoing,N
T0000842,P000091,2025-02-24,2551.43,74.04,Ongoing,N
T0000843,P001417,2024-10-29,2805.28,37.83,Ongoing,N
T0000844,P000802,2025-12-17,6946.99,193.12,Initial,N
T0000845,P000110,2025-12-29,4382.63,81.6,Ongoing,N
T0000846,P000585,2025-12-06,5627.56,77.8,Ongoing,N
T0000847,P000340,2024-06-24,4173.04,75.26,Ongoing,N
T0000848,P000979,2025-12-13,-15221.26,-330.04,Ongoing,Y
T0000849,P000356,2025-10-18,2344.85,39.8,Ongoing,N
T0000850,P000168,2025-12-15,3388.54,40.94,Initial,N
T0000851,P000557,2025-12-07,7222.36,172.83,Ongoing,N
T0000852,P001476,2025-09-04,2229.8,57.08,Ongoing,N
T0000853,P000905,2025-12-14,2152.15,46.19,Ongoing,N
T0000854,P000105,2025-12-24,5487.32,20.99,Initial,N
T0000855,P000150,2024-12-01,9836.77,139.23,Ongoing,N
T0000856,P000146,2025-12-02,10919.46,126.22,Initial,N
T0000857,P000716,2025-06-08,5289.04,197.34,Initial,N
